plant_id,original_species_name,verbatim_scientific_name,canonical_candidate_name,authorship_candidate,canonical_lookup_key,family_name,common_name,classification,purpose,reference,detail_url,source_batch_id,raw_hash,species_name
415,Psophocarpus tetragonolobus,Psophocarpus tetragonolobus,Psophocarpus tetragonolobus,,psophocarpus tetragonolobus,Fabaceae,Winged bean,plants,medicinal,"Medicinal Plants From the East by Christophe Wiart,ISBN 978-1-904761-85-3. Roosita,J.Ethnopharmacol.,115,(2008),72",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Psophocarpus%20tetragonolobus,knapsack_world_id_2026_04_17,170fcb97fd78c925bc59dd6bfd35db3f012759f3d4bba18cbead4cc841605628,Psophocarpus tetragonolobus
416,Pterocarpus indicus,Pterocarpus indicus,Pterocarpus indicus,,pterocarpus indicus,Fabaceae,,plants,medicinal,"Roosita,J.Ethnopharmacol.,115,(2008),72 Medicinal Plants From the East by Christophe Wiart,ISBN 978-1-904761-85-3.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Pterocarpus%20indicus,knapsack_world_id_2026_04_17,4c29ebb53431eb55db2e94eeb34fb75d1661ffd319b9a6185b1bff1dcc825569,Pterocarpus indicus
417,Pueraria montana (Lour.) Merr.,Pueraria montana (Lour.) Merr.,Pueraria montana,(Lour.) Merr.,pueraria montana,Fabaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Pueraria%20montana,knapsack_world_id_2026_04_17,5aea5a5d7473265fe4e0f2f08574e4bae493c87c1dd422b21727decf9305d40e,Pueraria montana (Lour.) Merr.
418,Punica granatum,Punica granatum,Punica granatum,,punica granatum,Punicaceae,Pomegranate,plants,medicinal,"Medicinal Plants of the World by Ivan A.Ross,Vol.1,ISBN 1-58829-281-9. Herbal Indonesia Berkhasiat by Bukti Ilmiah & Cara Racik,Vol 8,ISBN 979-688-236-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Punica%20granatum,knapsack_world_id_2026_04_17,18adcc188e828eaa4e9b6df954b672748268bae19887e70a3c7cd07ebe2f7e73,Punica granatum
419,Pycnoporus sanguineus (L.) Murrill.,Pycnoporus sanguineus (L.) Murrill.,Pycnoporus sanguineus,(L.) Murrill.,pycnoporus sanguineus,Polyporaceae,,mushrooms,medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Pycnoporus%20sanguineus,knapsack_world_id_2026_04_17,e60ceb2405051086e2ca83a04dc784b8694c2a7b2365ba027377c06992af9fee,Pycnoporus sanguineus (L.) Murrill.
420,Pyrus malus Linn.,Pyrus malus Linn.,Pyrus malus,Linn.,pyrus malus,Rosaceae,,plants,medicinal,"Tanaman Obat Tradisional by Thomas A.N.S. (1992),Vol.2,ISBN 979-413-809-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Pyrus%20malus,knapsack_world_id_2026_04_17,255aead6102b4b7823c5b93e26f08693eb89fe3606b61c9c4d450b432fee7740,Pyrus malus Linn.
421,Quamoclit pennata (Desr.) Boj.,Quamoclit pennata (Desr.) Boj.,Quamoclit pennata,(Desr.) Boj.,quamoclit pennata,Convolvulaceae,,plants,medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008) Atlas Tumbuhan Obat by dr.Setiawan Dalimartha (2009),Vol 6,ISBN 978-979-1480-19-2. Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2006),Vol.3,ISBN 979-002-008-2.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Quamoclit%20pennata,knapsack_world_id_2026_04_17,43c6a26dc47f196ed463505a4d246adb9e5521dd4d344b223b4cc9a7126917c4,Quamoclit pennata (Desr.) Boj.
422,Quassia amara L.,Quassia amara L.,Quassia amara,L.,quassia amara,Simaroubaceae,,plants,medicinal,"Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2004),Vol.1,ISBN 979-489-816-3.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Quassia%20amara,knapsack_world_id_2026_04_17,c0edb54e90bdfc64ea536fe67599dd45c524a1a6707bdc07a8b5c56c4828e644,Quassia amara L.
423,Quisqualis indica L.,Quisqualis indica L.,Quisqualis indica,L.,quisqualis indica,Combretaceae,,plants,medicinal,"Atlas Tumbuhan Obat by dr.Setiawan Dalimartha (2006),Vol 4,ISBN 979-1133-14-X. Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2004),Vol.1,ISBN 979-489-816-3. Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008) de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Quisqualis%20indica,knapsack_world_id_2026_04_17,6623559df6f59c481911b4eb3ac8d01440ac8693169bbb93df3ad7f935521c2b,Quisqualis indica L.
424,Raphanus sativus L.,Raphanus sativus L.,Raphanus sativus,L.,raphanus sativus,Brassicaceae,,plants(vegetable),medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Raphanus%20sativus,knapsack_world_id_2026_04_17,70854829a1b4a066d88717505893d578069b47e45b8e297de5855ceab86d2135,Raphanus sativus L.
425,Rauvolfia reflexa Teijsm.& Binnend.,Rauvolfia reflexa Teijsm.& Binnend.,Rauvolfia reflexa,Teijsm.& Binnend.,rauvolfia reflexa,Apocynaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Rauvolfia%20reflexa,knapsack_world_id_2026_04_17,18c4760b8dc0daf9dbf264fead82bbdfa545479085c57437927837d1914ca52c,Rauvolfia reflexa Teijsm.& Binnend.
426,Rauvolfia serpentina (L.) Bentham ex. Ku.,Rauvolfia serpentina (L.) Bentham ex. Ku.,Rauvolfia serpentina,(L.) Bentham ex. Ku.,rauvolfia serpentina,Apocynaceae,,plants,medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Rauvolfia%20serpentina,knapsack_world_id_2026_04_17,ec7e99d0f2c6962826797f3c6997a1ab103e149b5cac740ec30e2cd16c6b82e7,Rauvolfia serpentina (L.) Bentham ex. Ku.
427,Rauvolfia sumatrana Jack,Rauvolfia sumatrana Jack,Rauvolfia sumatrana,Jack,rauvolfia sumatrana,Apocynaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Rauvolfia%20sumatrana,knapsack_world_id_2026_04_17,e32b577ab5133ec2fa5c009aa787beb08fbb91c43e311e1e69cea263d246055e,Rauvolfia sumatrana Jack
428,Rauvolfia verticillata (Lour.) Baillon,Rauvolfia verticillata (Lour.) Baillon,Rauvolfia verticillata,(Lour.) Baillon,rauvolfia verticillata,Apocynaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Rauvolfia%20verticillata,knapsack_world_id_2026_04_17,96c351eb75eade986bba275c4a7335ca5ae472bc3e75692de973129e1e641368,Rauvolfia verticillata (Lour.) Baillon
429,Rauwolfia serpentina L.,Rauwolfia serpentina L.,Rauwolfia serpentina,L.,rauwolfia serpentina,Apocynaceae,,plants,medicinal,JAMU in Indonesian Daily Life and Industry by Suwidjiyo Pramono,https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Rauwolfia%20serpentina,knapsack_world_id_2026_04_17,278e8759cb3f86034adfd528c59f21e0d563178114df91d6345f34ce1950fbd1,Rauwolfia serpentina L.
430,Rheum palmatum L.,Rheum palmatum L.,Rheum palmatum,L.,rheum palmatum,Polygonaceae,,plants,medicinal,"JAMU in Indonesian Daily Life and Industry by Suwidjiyo Pramono Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Rheum%20palmatum,knapsack_world_id_2026_04_17,43084c0d0f31f061786bb3f600b77cbc1a9eba83748ca7bfbfc8329e227e42a3,Rheum palmatum L.
431,Rhinacanthus nasutus (L.) Kurz,Rhinacanthus nasutus (L.) Kurz,Rhinacanthus nasutus,(L.) Kurz,rhinacanthus nasutus,Acanthaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Rhinacanthus%20nasutus,knapsack_world_id_2026_04_17,d2f4dd11fbb16f0e13fa83eb95418735c5f9b84b857026d067f894a0b5d46221,Rhinacanthus nasutus (L.) Kurz
432,Rhodomyrtus tomentosa,Rhodomyrtus tomentosa,Rhodomyrtus tomentosa,,rhodomyrtus tomentosa,Myrtaceae,,plants,medicinal,"Medicinal Plants From the East by Christophe Wiart,ISBN 978-1-904761-85-3.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Rhodomyrtus%20tomentosa,knapsack_world_id_2026_04_17,4930c2754d8f382e2255dc3588c918c0978d47fc05612fc00f4b1739686f3fb4,Rhodomyrtus tomentosa
433,Ricinus communis,Ricinus communis,Ricinus communis,,ricinus communis,Euphorbiaceae,Costor-oil plant | palma-chisti,plants,medicinal,"Herbal Indonesia Berkhasiat by Bukti Ilmiah & Cara Racik,Vol 8,ISBN 979-688-236-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Ricinus%20communis,knapsack_world_id_2026_04_17,729a4c692bf06e4337ac0b207e3dcbe7beafb4cddfc5259c2ca97fa9ed6dfe2b,Ricinus communis
434,Rivina humilis L.,Rivina humilis L.,Rivina humilis,L.,rivina humilis,Phytolaccaceae,,plants,medicinal,"Taksonomi Koleksi Tanaman Obat Kebun Tanaman Obat Citeureup,vol.kedua(2009),ISBN 978-979-3707-42-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Rivina%20humilis,knapsack_world_id_2026_04_17,391a2485cda450ce69a202f31be7db1c443ef7d68d3ca1aaade7cd0252d3f940,Rivina humilis L.
435,Rollinia mucosa Baill.,Rollinia mucosa Baill.,Rollinia mucosa,Baill.,rollinia mucosa,Annonaceae,,plants,medicinal,"Kuo,Phytochem.,57,(2001),421",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Rollinia%20mucosa,knapsack_world_id_2026_04_17,89c47ccd727a8bd92f55a0676954678beb35395a624ecd8b0dea70e77da4edb4,Rollinia mucosa Baill.
436,Rosa chinensis Jacq.,Rosa chinensis Jacq.,Rosa chinensis,Jacq.,rosa chinensis,Rosaceae,,plants,medicinal,"Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2004),Vol.1,ISBN 979-489-816-3. Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Rosa%20chinensis,knapsack_world_id_2026_04_17,86d1052ce90e33fec865d83cc0a93ea3ef4c5424b6c1680590a5ca1311d39bf3,Rosa chinensis Jacq.
437,Rosa damascena,Rosa damascena,Rosa damascena,,rosa damascena,Rosaceae,,plants,medicinal,"Roosita,J.Ethnopharmacol.,115,(2008),72",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Rosa%20damascena,knapsack_world_id_2026_04_17,9fafae6da3068898aa046350597469d9448d5559188ef671778f2acdccc8f2cb,Rosa damascena
438,Ruellia tuberosa L.,Ruellia tuberosa L.,Ruellia tuberosa,L.,ruellia tuberosa,Acanthaceae,,plants,medicinal,"Hariana,Tubuhan Obat dan Khasiatnya Seri 2,Penebar Sadaya,(2002) Taksonomi Koleksi Tanaman Obat Kebun Tanaman Obat Citeureup,vol.kedua(2009),ISBN 978-979-3707-42-6. Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2005),Vol.2,ISBN 979-489-957-7.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Ruellia%20tuberosa,knapsack_world_id_2026_04_17,ed57e5396dac889194a83c75fc12f052084d090360230f0089f0847ced3c0f45,Ruellia tuberosa L.
439,Rumex nepalensis Spreng.,Rumex nepalensis Spreng.,Rumex nepalensis,Spreng.,rumex nepalensis,Polygonaceae,,plants,medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Rumex%20nepalensis,knapsack_world_id_2026_04_17,8f1b49ac8308b10402ea4040de7876fc2517d3c4cb2f86ad8da83d2ddb71126d,Rumex nepalensis Spreng.
440,Ruta angustifolia,Ruta angustifolia,Ruta angustifolia,,ruta angustifolia,Rutaceae,,plants,medicinal,"Medicinal Plants From the East by Christophe Wiart,ISBN 978-1-904761-85-3. Herbal Indonesia Berkhasiat by Bukti Ilmiah & Cara Racik,Vol 8,ISBN 979-688-236-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Ruta%20angustifolia,knapsack_world_id_2026_04_17,d8016372ec3b6224b3f85b5a1e1ae760cf148d4470bc8d625d5014b7a2ac811e,Ruta angustifolia
441,Saccharum officinarum,Saccharum officinarum,Saccharum officinarum,,saccharum officinarum,Poaceae,,plants,medicinal,"Medicinal Plants of the World by Ivan A.Ross,Vol.3,ISBN 978-1-58829-129-5.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Saccharum%20officinarum,knapsack_world_id_2026_04_17,066b4b56f8decf3e2c8e8390e4e2b2aaa309894d17c8c3af445809bdd112bf4e,Saccharum officinarum
442,Salvia splendens Ker-Gawl.,Salvia splendens Ker-Gawl.,Salvia splendens,Ker-Gawl.,salvia splendens,Lamiaceae,,plants,medicinal,"Atlas Tumbuhan Obat by dr.Setiawan Dalimartha (2006),Vol 4,ISBN 979-1133-14-X. Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2006),Vol.3,ISBN 979-002-008-2. Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Salvia%20splendens,knapsack_world_id_2026_04_17,e4dcc6d3277804aedfcc0b648708bd0cbb17dd2d6d2907e27985c9009a961745,Salvia splendens Ker-Gawl.
443,Sandoricum koetjape,Sandoricum koetjape,Sandoricum koetjape,,sandoricum koetjape,Meliaceae,,plants,medicinal,"Roosita,J.Ethnopharmacol.,115,(2008),72",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Sandoricum%20koetjape,knapsack_world_id_2026_04_17,6a651556fade9671cc35cec2e1ee9659018fa4e3b72da43adfc0bfad646a3072,Sandoricum koetjape
444,Santalum album,Santalum album,Santalum album,,santalum album,Santalaceae,Indian sandalwood | White sandalwood,plants,medicinal,"Herbal Indonesia Berkhasiat by Bukti Ilmiah & Cara Racik,Vol 8,ISBN 979-688-236-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Santalum%20album,knapsack_world_id_2026_04_17,01231f048654fe22187c311a52f8f25f4af5d60956f382a3d24416373e43d4b7,Santalum album
445,Sapindus rarak,Sapindus rarak,Sapindus rarak,,sapindus rarak,Sapindaceae,,plants,medicinal,"Medicinal Plants From the East by Christophe Wiart,ISBN 978-1-904761-85-3.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Sapindus%20rarak,knapsack_world_id_2026_04_17,db30a14f48645b6b1142c47de2f233f73c6d17f6e3440a8ddb1316a019ab4ef6,Sapindus rarak
446,Sauropus androgynus L.,Sauropus androgynus L.,Sauropus androgynus,L.,sauropus androgynus,Phyllanthaceae Euphorbiaceae,,plants,medicinal,JAMU in Indonesian Daily Life and Industry by Suwidjiyo Pramono,https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Sauropus%20androgynus,knapsack_world_id_2026_04_17,0d3146a5045bcf814e0e54efcc70dd93ffd4178f339a291db2d17daecad8c8f8,Sauropus androgynus L.
447,Scaevola frutescens Krause,Scaevola frutescens Krause,Scaevola frutescens,Krause,scaevola frutescens,Goodeniaceae,,plants,medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Scaevola%20frutescens,knapsack_world_id_2026_04_17,468f7d94cb9424a9138bfa507703a546a86243c50fe72e10f0df28ec4ebf6fdc,Scaevola frutescens Krause
448,Scurrula fusca (BL.) G. Don.,Scurrula fusca (BL.) G. Don.,Scurrula fusca,(BL.) G. Don.,scurrula fusca,Loranthaceae,,plants,medicinal,"Ishizu,Chem.Pharm.Bull.,50,(2002),489",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Scurrula%20fusca,knapsack_world_id_2026_04_17,0cb0fb0f9c027e42a8a9bda6ed2c0c2b2abd617c513b6bb7d8174d7a5bd905b0,Scurrula fusca (BL.) G. Don.
449,Scutellaria discolor Wallich ex Benth.,Scutellaria discolor Wallich ex Benth.,Scutellaria discolor,Wallich ex Benth.,scutellaria discolor,Lamiaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Scutellaria%20discolor,knapsack_world_id_2026_04_17,314a87284f93022f8ab564c4b93c23ec51ab70be9a34701126f68789ed014201,Scutellaria discolor Wallich ex Benth.
450,Scutellaria indica L.,Scutellaria indica L.,Scutellaria indica,L.,scutellaria indica,Lamiaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Scutellaria%20indica,knapsack_world_id_2026_04_17,a053e8abe58d553e7b476aa411ef3b17ac4f26a703238a5d43ddf136be04b864,Scutellaria indica L.
451,Sechium edule,Sechium edule,Sechium edule,,sechium edule,Cucurbitaceae,chayote | christophene | mirliton | vegetable pear,plants,medicinal,"Roosita,J.Ethnopharmacol.,115,(2008),72",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Sechium%20edule,knapsack_world_id_2026_04_17,713bde76958fa818fe6123b5bd45a6c5fce0bd9284c45d8ff6f8158451ab343a,Sechium edule
452,Selaginella doederleinii Hieron.,Selaginella doederleinii Hieron.,Selaginella doederleinii,Hieron.,selaginella doederleinii,Selaginellaceae,,plants,medicinal,"Atlas Tumbuhan Obat by dr.Setiawan Dalimartha (1999),Vol 1,ISBN 979-661-050-7. Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008) Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2004),Vol.1,ISBN 979-489-816-3.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Selaginella%20doederleinii,knapsack_world_id_2026_04_17,fb38c2507e1f929e03200fa9f92dc05d9f1d089fcbe19352a9fe001654b4eb4c,Selaginella doederleinii Hieron.
453,Senna alata (L.) Roxb.,Senna alata (L.) Roxb.,Senna alata,(L.) Roxb.,senna alata,Fabaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Senna%20alata,knapsack_world_id_2026_04_17,0f816f74d908a6ba79bee9aceca00af70ea91d1b88ad0bd25098a98e594fc82a,Senna alata (L.) Roxb.
454,Senna sophera (L.) Roxb.,Senna sophera (L.) Roxb.,Senna sophera,(L.) Roxb.,senna sophera,Fabaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Senna%20sophera,knapsack_world_id_2026_04_17,7b958a02b3886969be767e3a491fddf1c5e79ea3296b7f2397e75e88ddfa9463,Senna sophera (L.) Roxb.
455,Senna tora (L.) Roxb.,Senna tora (L.) Roxb.,Senna tora,(L.) Roxb.,senna tora,Fabaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Senna%20tora,knapsack_world_id_2026_04_17,745192c0fd5065a52720e29dc8ed2f5932df5418f59d88f15be57a38c8b95cbf,Senna tora (L.) Roxb.
456,Sesamum indicum,Sesamum indicum,Sesamum indicum,,sesamum indicum,Pedaliaceae,Sesame | Benne | Gingili,plants,medicinal,"Herbal Indonesia Berkhasiat by Bukti Ilmiah & Cara Racik,Vol 8,ISBN 979-688-236-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Sesamum%20indicum,knapsack_world_id_2026_04_17,3c5210015147335f8947b7cfcc5987307b044365e427ac83bf63b7c298667e03,Sesamum indicum
457,Sesbania grandiflora,Sesbania grandiflora,Sesbania grandiflora,,sesbania grandiflora,Fabaceae,,plants(vegetable),medicinal,"Medicinal Plants From the East by Christophe Wiart,ISBN 978-1-904761-85-3.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Sesbania%20grandiflora,knapsack_world_id_2026_04_17,05b3976d334b906ea06674f05a3a7c35b65ed8e889dffd0409c4ce8dc474b796,Sesbania grandiflora
458,Sesbania sesban Merr.,Sesbania sesban Merr.,Sesbania sesban,Merr.,sesbania sesban,Fabaceae,,plants,medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Sesbania%20sesban,knapsack_world_id_2026_04_17,6a189c13de5dca63ad074e8556252231713728c15eaa1d52be989f1f4a22670e,Sesbania sesban Merr.
459,Sida rhombifolia,Sida rhombifolia,Sida rhombifolia,,sida rhombifolia,Malvaceae,,plants,medicinal,"Roosita,J.Ethnopharmacol.,115,(2008),72 Herbal Indonesia Berkhasiat by Bukti Ilmiah & Cara Racik,Vol 8,ISBN 979-688-236-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Sida%20rhombifolia,knapsack_world_id_2026_04_17,5b9fdfbd0111ff33c18d1f817087ac2e38df20048d98f445766b422319d5d336,Sida rhombifolia
460,Smilax china L.,Smilax china L.,Smilax china,L.,smilax china,Liliaceae,,plants,medicinal,"Atlas Tumbuhan Obat by dr.Setiawan Dalimartha (2009),Vol 6,ISBN 978-979-1480-19-2. Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008) de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Smilax%20china,knapsack_world_id_2026_04_17,a265d74a12aab9b9773b0436278e5279973b60d6aba7498d2e8a2b7d40492a52,Smilax china L.
461,Smilax zeylanica L.,Smilax zeylanica L.,Smilax zeylanica,L.,smilax zeylanica,Liliaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Smilax%20zeylanica,knapsack_world_id_2026_04_17,d7c1db7a70257c7fba767493f8b69e4873533e8741b0e6ab7f2729fcb668ba11,Smilax zeylanica L.
462,Solanum indicum Linn.,Solanum indicum Linn.,Solanum indicum,Linn.,solanum indicum,Solanaceae,,plants,medicinal,"Taksonomi Koleksi Tanaman Obat Kebun Tanaman Obat Citeureup,vol.kedua(2009),ISBN 978-979-3707-42-6. Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2006),Vol.3,ISBN 979-002-008-2.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Solanum%20indicum,knapsack_world_id_2026_04_17,9690fb1fff96f42f86d7a10158261eeadce97a0fe24b23d5ed115e9f5e20f5f6,Solanum indicum Linn.
463,Solanum lycopersicum Linn.,Solanum lycopersicum Linn.,Solanum lycopersicum,Linn.,solanum lycopersicum,Solanaceae,,plants,medicinal,"Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2006),Vol.3,ISBN 979-002-008-2.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Solanum%20lycopersicum,knapsack_world_id_2026_04_17,6ad1d001ba2774f6c967453c5658377c132e9a6e227e1325235ef9a8475ae7d3,Solanum lycopersicum Linn.
464,Solanum melongena L.,Solanum melongena L.,Solanum melongena,L.,solanum melongena,Solanaceae,,plants,medicinal,"Taksonomi Koleksi Tanaman Obat Kebun Tanaman Obat Citeureup,vol.kedua(2009),ISBN 978-979-3707-42-6. Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Solanum%20melongena,knapsack_world_id_2026_04_17,c7860b530dbd282aad1d244fd6aaa3487e624e3598a55f3b8de3a4e5813f6814,Solanum melongena L.
465,Solanum nigrum L.,Solanum nigrum L.,Solanum nigrum,L.,solanum nigrum,Solanaceae,,plants,medicinal,"Atlas Tumbuhan Obat by dr.Setiawan Dalimartha (2008),Vol 5,ISBN 978-979-1480-18-5. Hariana,Tubuhan Obat dan Khasiatnya Seri 2,Penebar Sadaya,(2002) Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008) de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia Taksonomi Koleksi Tanaman Obat Kebun Tanaman Obat Citeureup,vol.kedua(2009),ISBN 978-979-3707-42-6. Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2005),Vol.2,ISBN 979-489-957-7.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Solanum%20nigrum,knapsack_world_id_2026_04_17,1f9d02156c82958677d1d45489bd29411bdc8eeaf57eb93ce6054226e4c014df,Solanum nigrum L.
466,Solanum torvum,Solanum torvum,Solanum torvum,,solanum torvum,Solanaceae,,plants,medicinal,"Roosita,J.Ethnopharmacol.,115,(2008),72",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Solanum%20torvum,knapsack_world_id_2026_04_17,e60ab832c34621d3d86caa3bf060e6f9d5f4d3723dba0027ce9ccf41e4aeabb9,Solanum torvum
